    Ticket_ID,Month,Region,Network_Type,Issue_Type,Priority,Service_Status,Response_Time_hrs,Resolution_Time_hrs,CSAT_Rating
    TKT-0287,Jul,North Zone,Broadband,Installation Delay,Medium,In Progress,11.87,46.1,3.51
    TKT-0288,Feb,East Zone,Broadband,Service Outage,Low,SLA Breached,6.68,34.48,3.82
    TKT-0289,Mar,East Zone,TV,Slow Internet,Low,Resolved,7.47,33.98,4.02
    TKT-0290,Aug,Central Zone,TV,Service Outage,Medium,Escalated,19.2,57.21,2.6
    TKT-0291,Dec,South Zone,Broadband,Installation Delay,High,SLA Breached,11.96,67.42,3.33
    TKT-0292,Jun,West Zone,TV,Slow Internet,Low,In Progress,6.4,38.45,3.08
    TKT-0293,Nov,West Zone,Mobile,Billing Error,High,SLA Breached,9.15,34.77,4.31
    TKT-0294,Aug,South Zone,Mobile,Billing Error,Medium,SLA Breached,7.49,48.16,3.66
    TKT-0295,Mar,East Zone,Mobile,No Signal,Medium,Resolved,13.97,25.64,3.47
    TKT-0296,Nov,Central Zone,Landline,Service Outage,Medium,In Progress,6.25,60.37,3.92
    TKT-0297,Dec,East Zone,Mobile,Slow Internet,Low,Resolved,19.76,63.16,3.28
    TKT-0298,Jun,South Zone,TV,No Signal,Low,SLA Breached,5.19,43.18,3.89
    TKT-0299,Jan,West Zone,Broadband,Billing Error,Medium,In Progress,6.19,52.76,3.71
    TKT-0300,Apr,South Zone,Mobile,No Signal,High,Escalated,18.52,61.1,3.14
    TKT-0301,Sep,Central Zone,Landline,Installation Delay,Medium,Escalated,18.2,54.47,3.32
    TKT-0302,Oct,North Zone,Broadband,No Signal,Medium,Resolved,16.1,35.66,3.69
    TKT-0303,Nov,North Zone,TV,Service Outage,High,Resolved,17.09,69.28,3.14
    TKT-0304,Mar,West Zone,TV,Service Outage,High,SLA Breached,8.41,60.26,3.49
    TKT-0305,Jul,East Zone,Landline,Installation Delay,High,Escalated,9.58,30.21,3.86
    TKT-0306,Dec,North Zone,TV,Slow Internet,Low,SLA Breached,14.97,37.98,3.56
    TKT-0307,Jan,East Zone,TV,No Signal,Low,In Progress,11.71,44.73,3.63
    TKT-0308,Mar,East Zone,Mobile,Service Outage,Low,SLA Breached,5.27,36.34,3.8
    TKT-0309,Oct,North Zone,TV,Service Outage,Low,Escalated,16.31,66.56,3.36
    TKT-0310,Jul,North Zone,Landline,No Signal,Low,SLA Breached,6.69,51.87,3.48
    TKT-0311,Apr,North Zone,Mobile,Slow Internet,High,SLA Breached,9.26,60.49,3.33
    TKT-0312,Nov,West Zone,Landline,Installation Delay,High,Resolved,13.9,68.52,2.7
    TKT-0313,Jul,Central Zone,Mobile,Slow Internet,Medium,SLA Breached,13.74,73.51,3.07
    TKT-0314,May,West Zone,Broadband,No Signal,High,Resolved,6.41,61.89,3.3
    TKT-0315,Apr,East Zone,Broadband,Installation Delay,High,SLA Breached,12.76,44.28,3.82
    TKT-0316,Sep,East Zone,Mobile,Billing Error,High,In Progress,14.11,55.68,3.92
    TKT-0317,Apr,North Zone,Broadband,No Signal,Low,Escalated,6.98,28.69,4.44
    TKT-0318,Nov,North Zone,Broadband,Service Outage,Medium,In Progress,8.82,36.91,4.22
    TKT-0319,Dec,South Zone,TV,No Signal,Medium,Resolved,11.76,45.41,3.82
    TKT-0320,Apr,North Zone,Broadband,Dropped Calls,Medium,Resolved,5.11,26.06,3.63
    TKT-0321,Nov,West Zone,Landline,Slow Internet,Medium,Escalated,17.04,55.64,3.78
    TKT-0322,Sep,North Zone,Landline,Dropped Calls,High,Resolved,17.27,53.85,3.2
    TKT-0323,Nov,North Zone,TV,Dropped Calls,Low,In Progress,19.89,36.46,3.61
    TKT-0324,Dec,East Zone,Landline,Dropped Calls,High,Resolved,14.12,39.59,4.09
    TKT-0325,Oct,West Zone,Mobile,Dropped Calls,High,Escalated,5.03,50.91,4.01
    TKT-0326,Apr,North Zone,TV,Billing Error,Medium,Resolved,6.82,37.77,3.86
    TKT-0327,Apr,North Zone,Broadband,Billing Error,Medium,Escalated,10.32,67.41,2.99
    TKT-0328,Feb,East Zone,TV,Dropped Calls,Medium,In Progress,14.54,70.2,2.76
    TKT-0329,Sep,West Zone,TV,Billing Error,Medium,Escalated,16.11,52.61,3.15
    TKT-0330,Dec,East Zone,TV,Slow Internet,Low,Resolved,10.99,66.5,3.07
    TKT-0331,Jan,North Zone,TV,Slow Internet,Medium,SLA Breached,10.81,63.4,3.62
    TKT-0332,Sep,Central Zone,Mobile,Installation Delay,Medium,SLA Breached,8.39,37.6,4.0
    TKT-0333,Mar,West Zone,Landline,Slow Internet,Low,Escalated,9.78,48.89,3.3
    TKT-0334,Apr,West Zone,Broadband,Installation Delay,High,Escalated,7.14,61.64,4.11
    TKT-0335,Jan,West Zone,TV,Dropped Calls,Medium,SLA Breached,10.68,21.02,3.73
    TKT-0336,Nov,North Zone,Broadband,Service Outage,High,SLA Breached,10.47,31.36,4.1
    TKT-0337,Dec,North Zone,TV,Billing Error,High,Resolved,19.58,41.0,3.33
    TKT-0338,Apr,South Zone,TV,Service Outage,Medium,Escalated,10.82,28.82,3.85
    TKT-0339,Feb,East Zone,Broadband,Dropped Calls,Medium,In Progress,18.5,34.31,3.53
    TKT-0340,Jul,West Zone,Mobile,Billing Error,High,Resolved,6.32,46.66,3.84
    TKT-0341,Apr,North Zone,Broadband,Service Outage,High,Resolved,12.17,48.78,3.73
    TKT-0342,Jul,East Zone,TV,Installation Delay,Medium,SLA Breached,15.64,34.5,3.85
    TKT-0343,May,West Zone,Broadband,Billing Error,Low,Escalated,13.17,31.43,3.72
    TKT-0344,Apr,East Zone,Broadband,Slow Internet,Low,SLA Breached,9.51,35.8,4.04
    TKT-0345,Aug,South Zone,TV,Dropped Calls,Low,Resolved,7.22,59.85,3.48
    TKT-0346,Nov,Central Zone,Mobile,No Signal,Medium,Resolved,11.88,23.78,3.93
    TKT-0347,Jun,East Zone,TV,Billing Error,High,Resolved,15.21,48.55,3.42
    TKT-0348,Dec,West Zone,Landline,Service Outage,Low,Escalated,10.63,34.92,3.69
    TKT-0349,Jan,East Zone,TV,Slow Internet,Low,In Progress,15.89,70.61,3.69
    TKT-0350,Apr,Central Zone,TV,Slow Internet,High,Resolved,14.6,39.52,4.13
    TKT-0351,Aug,East Zone,TV,Service Outage,Low,Escalated,5.46,64.04,3.44
    TKT-0352,Feb,Central Zone,Mobile,No Signal,Low,In Progress,12.91,54.54,3.7
    TKT-0353,May,West Zone,Mobile,Slow Internet,Low,SLA Breached,12.93,62.6,2.95
    TKT-0354,May,Central Zone,Landline,Dropped Calls,High,Escalated,18.27,63.27,3.46
    TKT-0355,Aug,North Zone,Mobile,Service Outage,Medium,SLA Breached,15.31,26.53,3.65
    TKT-0356,Dec,Central Zone,Broadband,Installation Delay,High,Resolved,6.51,59.96,4.23
    TKT-0357,Feb,North Zone,TV,Installation Delay,Medium,SLA Breached,15.61,28.12,3.8
    TKT-0358,Dec,South Zone,TV,No Signal,Low,In Progress,7.28,30.59,4.34
    TKT-0359,Jun,Central Zone,TV,Dropped Calls,Low,Resolved,13.23,34.19,3.32
    TKT-0360,Jan,South Zone,Mobile,Billing Error,Medium,SLA Breached,14.56,50.87,3.57
    TKT-0361,Feb,West Zone,Mobile,Billing Error,High,SLA Breached,9.35,47.51,3.95
    TKT-0362,Feb,South Zone,Landline,Installation Delay,Low,Escalated,9.07,39.19,3.43
    TKT-0363,Sep,North Zone,Mobile,Dropped Calls,Medium,In Progress,9.14,54.49,3.89
    TKT-0364,Nov,North Zone,Broadband,No Signal,Low,Resolved,17.64,43.31,3.06
    TKT-0365,Apr,South Zone,TV,No Signal,High,Escalated,18.65,47.52,3.3
    TKT-0366,Jan,West Zone,TV,Slow Internet,Low,In Progress,7.09,29.8,3.55
    TKT-0367,Nov,Central Zone,Broadband,Slow Internet,Low,Resolved,15.14,72.34,3.09
    TKT-0368,Mar,West Zone,Broadband,Installation Delay,High,Resolved,12.48,41.74,4.2
    TKT-0369,Sep,East Zone,TV,Installation Delay,Medium,Escalated,10.55,23.17,4.22
    TKT-0370,Apr,South Zone,Landline,Slow Internet,High,In Progress,12.08,66.09,2.86
    TKT-0371,Jan,West Zone,Broadband,Dropped Calls,High,In Progress,10.92,67.46,3.22
    TKT-0372,Jun,West Zone,Landline,Dropped Calls,Medium,In Progress,13.69,27.96,4.03
    TKT-0373,Nov,East Zone,Broadband,Slow Internet,High,In Progress,16.73,53.92,3.18
    TKT-0374,May,South Zone,Mobile,Slow Internet,Medium,In Progress,5.47,52.28,4.05
    TKT-0375,Jun,North Zone,Landline,Service Outage,High,Escalated,18.16,30.24,3.16
    TKT-0376,Jul,West Zone,Landline,Slow Internet,Medium,SLA Breached,6.88,17.73,4.53
    TKT-0377,Nov,North Zone,Mobile,Dropped Calls,Medium,Escalated,5.26,29.93,4.21
    TKT-0378,Apr,North Zone,Mobile,Billing Error,Low,Resolved,14.7,73.41,2.58
    TKT-0379,Mar,North Zone,Landline,No Signal,High,Escalated,16.71,49.61,3.82
    TKT-0380,Mar,Central Zone,Broadband,Dropped Calls,Medium,In Progress,12.26,59.63,3.64
    TKT-0381,Jul,West Zone,Mobile,Billing Error,Medium,SLA Breached,19.14,68.4,2.9
    TKT-0382,Dec,North Zone,Broadband,No Signal,Medium,SLA Breached,14.3,69.1,3.06
    TKT-0383,Sep,South Zone,TV,Dropped Calls,Low,Escalated,19.72,56.08,2.74
    TKT-0384,Apr,West Zone,Broadband,Slow Internet,Medium,In Progress,15.35,71.88,2.88
    TKT-0385,Apr,West Zone,Broadband,No Signal,Medium,Resolved,19.37,55.85,3.1
    TKT-0386,May,Central Zone,Mobile,Service Outage,Medium,In Progress,16.41,53.75,3.77
    TKT-0387,Mar,Central Zone,Landline,Billing Error,High,Escalated,15.12,31.97,3.71
    TKT-0388,Dec,West Zone,Mobile,Slow Internet,Low,SLA Breached,19.92,65.51,2.86
    TKT-0389,Oct,North Zone,Landline,No Signal,High,Resolved,18.79,37.59,3.68
    TKT-0390,Jan,East Zone,TV,Dropped Calls,Medium,In Progress,16.36,34.44,3.21
    TKT-0391,Aug,West Zone,TV,Service Outage,High,Escalated,15.0,33.13,3.25
    TKT-0392,Jun,West Zone,Broadband,Dropped Calls,Medium,SLA Breached,10.36,66.67,3.26
    TKT-0393,Oct,East Zone,Broadband,Installation Delay,Medium,Escalated,15.93,30.7,3.82
    TKT-0394,Mar,West Zone,Broadband,Dropped Calls,Medium,SLA Breached,9.33,39.22,3.9
    TKT-0395,Nov,South Zone,TV,Slow Internet,High,Resolved,12.22,53.99,3.51
    TKT-0396,Oct,North Zone,Mobile,Dropped Calls,High,SLA Breached,13.61,44.39,3.78
    TKT-0397,Jan,South Zone,Broadband,Installation Delay,Medium,Resolved,19.62,31.0,3.36
    TKT-0398,May,South Zone,Broadband,Slow Internet,Medium,In Progress,15.19,36.43,3.44
    TKT-0399,Apr,Central Zone,Landline,No Signal,Low,Resolved,12.75,60.69,3.62
    TKT-0400,Jul,South Zone,Landline,Dropped Calls,High,In Progress,16.71,50.53,3.72
    TKT-0401,Feb,West Zone,Broadband,Dropped Calls,High,SLA Breached,9.97,62.72,4.24
    TKT-0402,Aug,East Zone,Landline,Dropped Calls,Medium,Resolved,16.57,59.3,3.12
    TKT-0403,Mar,South Zone,Broadband,Slow Internet,Low,Resolved,9.24,40.5,3.66
    TKT-0404,May,North Zone,Mobile,Service Outage,High,Resolved,11.56,65.7,4.09
    TKT-0405,Jun,West Zone,Landline,Billing Error,Medium,Escalated,14.95,62.04,3.29
    TKT-0406,Feb,Central Zone,Broadband,No Signal,Low,In Progress,6.88,33.73,3.75
    TKT-0407,Jun,West Zone,TV,Service Outage,High,In Progress,13.86,56.91,3.33
    TKT-0408,Oct,East Zone,Mobile,Service Outage,High,Resolved,19.28,31.4,3.76
    TKT-0409,Sep,North Zone,Landline,Billing Error,Low,Resolved,6.95,44.95,3.69
    TKT-0410,Mar,West Zone,Broadband,Slow Internet,Low,SLA Breached,7.39,26.4,3.9
    TKT-0411,Jul,East Zone,Mobile,Slow Internet,Low,Escalated,6.88,59.4,3.73
    TKT-0412,Sep,Central Zone,Broadband,Dropped Calls,Medium,In Progress,14.98,32.85,3.72
    TKT-0413,Jan,North Zone,Landline,Dropped Calls,Low,SLA Breached,12.44,41.47,3.55
    TKT-0414,Apr,South Zone,Broadband,No Signal,Low,SLA Breached,6.87,56.75,3.87
    TKT-0415,Jan,South Zone,Broadband,Billing Error,Low,Resolved,17.26,54.58,2.68
    TKT-0416,Jun,Central Zone,Landline,Service Outage,Low,Escalated,10.95,27.54,3.98
    TKT-0417,Oct,North Zone,Landline,Billing Error,Low,In Progress,18.07,61.71,3.26
    TKT-0418,Aug,East Zone,Mobile,No Signal,Low,In Progress,8.71,26.85,3.89
    TKT-0419,Jan,North Zone,Landline,Service Outage,High,Escalated,7.87,38.45,4.0
    TKT-0420,Dec,Central Zone,Mobile,No Signal,High,In Progress,6.26,32.93,3.93
    TKT-0421,Jun,Central Zone,TV,Installation Delay,Medium,Escalated,10.72,69.82,3.09
    TKT-0422,Jul,East Zone,Landline,Service Outage,High,SLA Breached,19.86,46.12,2.98
    TKT-0423,Oct,North Zone,Broadband,Installation Delay,Medium,Resolved,19.66,34.82,3.32
    TKT-0424,Sep,Central Zone,Mobile,Installation Delay,High,Resolved,10.2,40.08,3.81
    TKT-0425,Nov,East Zone,Mobile,Installation Delay,High,Escalated,9.03,33.4,3.93
    TKT-0426,Nov,East Zone,Broadband,Service Outage,Low,Resolved,6.38,46.33,3.89
    TKT-0427,Apr,East Zone,TV,Installation Delay,Medium,Resolved,5.23,63.48,3.44
    TKT-0428,Jan,North Zone,TV,Billing Error,Low,SLA Breached,5.03,23.73,4.7
    TKT-0429,Mar,South Zone,Broadband,Installation Delay,High,Escalated,8.2,65.15,3.94
    TKT-0430,Dec,North Zone,Broadband,Dropped Calls,Low,Resolved,13.13,70.11,2.75
    TKT-0431,Oct,West Zone,Broadband,Dropped Calls,Medium,In Progress,16.09,36.82,3.59
    TKT-0432,Nov,South Zone,TV,Billing Error,Low,Resolved,18.72,50.42,2.59
    TKT-0433,Apr,Central Zone,TV,Slow Internet,Low,In Progress,19.94,41.4,2.72
    TKT-0434,Feb,West Zone,Broadband,Slow Internet,High,Escalated,5.75,61.33,3.53
    TKT-0435,Jan,North Zone,Mobile,Dropped Calls,Low,SLA Breached,18.67,46.41,3.72
    TKT-0436,Jan,East Zone,Landline,Installation Delay,Medium,SLA Breached,10.0,64.25,3.54
    TKT-0437,Mar,West Zone,TV,Dropped Calls,Medium,Escalated,14.25,61.39,3.22
    TKT-0438,Mar,South Zone,Broadband,Slow Internet,High,In Progress,17.0,43.68,2.91
    TKT-0439,Dec,West Zone,Broadband,Service Outage,High,Resolved,5.53,54.9,3.51
    TKT-0440,Nov,West Zone,Mobile,Installation Delay,Medium,SLA Breached,7.17,56.37,3.77
    TKT-0441,Feb,South Zone,TV,Service Outage,Low,In Progress,5.33,30.38,4.43
    TKT-0442,Jun,West Zone,Landline,Slow Internet,Low,Escalated,11.15,53.91,3.54
    TKT-0443,Jan,Central Zone,Landline,Dropped Calls,High,Resolved,7.78,50.99,3.72
    TKT-0444,Apr,East Zone,TV,Billing Error,High,Resolved,9.65,32.15,3.93
    TKT-0445,Aug,South Zone,TV,Slow Internet,High,Resolved,10.31,61.74,3.66
    TKT-0446,Jul,Central Zone,Landline,Service Outage,Medium,Resolved,12.58,69.64,2.91
    TKT-0447,Jan,North Zone,Broadband,Dropped Calls,High,In Progress,13.3,48.46,3.42
    TKT-0448,Oct,North Zone,Landline,No Signal,Medium,Resolved,5.2,30.0,4.33
    TKT-0449,May,Central Zone,Landline,Service Outage,Low,SLA Breached,6.76,25.02,4.21
    TKT-0450,Jun,North Zone,Mobile,Slow Internet,Medium,Escalated,15.99,70.07,2.51
    TKT-0451,Oct,South Zone,TV,Billing Error,Low,SLA Breached,6.78,27.37,4.47
    TKT-0452,Jun,East Zone,Mobile,Service Outage,Low,Resolved,11.22,58.91,3.61
    TKT-0453,Jan,East Zone,TV,Installation Delay,Low,In Progress,7.58,42.59,3.61
    TKT-0454,Feb,Central Zone,Landline,Dropped Calls,High,Resolved,6.76,33.62,4.17
    TKT-0455,Aug,South Zone,Broadband,Dropped Calls,High,In Progress,18.44,38.66,4.24
    TKT-0456,Jan,North Zone,TV,Slow Internet,Low,Resolved,11.12,65.4,3.28
    TKT-0457,Nov,South Zone,Landline,Slow Internet,Medium,SLA Breached,15.46,63.09,2.86
    TKT-0458,Sep,East Zone,Landline,No Signal,Medium,Resolved,12.97,48.5,3.57
    TKT-0459,Mar,South Zone,Broadband,Dropped Calls,Low,Escalated,5.2,35.69,4.41
    TKT-0460,Aug,West Zone,TV,Slow Internet,Low,SLA Breached,13.18,72.27,3.34
    TKT-0461,Feb,South Zone,Broadband,Dropped Calls,Medium,Escalated,8.47,65.6,3.5
    TKT-0462,Mar,East Zone,TV,Service Outage,Low,SLA Breached,15.84,58.68,3.4
    TKT-0463,Nov,East Zone,Mobile,No Signal,Medium,In Progress,17.63,46.29,3.58
    TKT-0464,Aug,North Zone,Landline,Slow Internet,Medium,In Progress,16.73,64.32,3.02
    TKT-0465,Jul,South Zone,Landline,Slow Internet,Low,Resolved,8.11,53.77,3.22
    TKT-0466,Dec,Central Zone,Mobile,Slow Internet,Low,Escalated,13.96,56.67,3.69
    TKT-0467,Apr,South Zone,Broadband,Dropped Calls,Medium,In Progress,7.35,41.05,4.24
    TKT-0468,Aug,East Zone,Broadband,Dropped Calls,Low,In Progress,11.37,66.76,3.04
    TKT-0469,Dec,East Zone,TV,Slow Internet,Medium,In Progress,7.0,39.19,3.83
    TKT-0470,Jan,North Zone,TV,No Signal,Medium,Escalated,14.55,40.78,3.61
    TKT-0471,Dec,Central Zone,Mobile,Service Outage,High,Escalated,13.93,37.16,3.37
    TKT-0472,Apr,West Zone,Mobile,Dropped Calls,High,SLA Breached,8.26,41.46,3.73
    TKT-0473,Jun,Central Zone,Broadband,No Signal,Low,Resolved,14.45,67.36,3.26
    TKT-0474,Nov,Central Zone,TV,Dropped Calls,Medium,In Progress,17.67,40.12,3.02
    TKT-0475,Jun,Central Zone,Landline,Service Outage,Low,SLA Breached,18.55,75.23,2.64
    TKT-0476,Mar,Central Zone,TV,No Signal,Low,Escalated,9.56,35.47,3.62
    TKT-0477,Mar,West Zone,TV,No Signal,High,Escalated,11.09,21.77,4.15
    TKT-0478,Jun,South Zone,Broadband,Billing Error,Low,Escalated,12.67,22.94,4.14
    TKT-0479,Mar,Central Zone,Broadband,Dropped Calls,Medium,Escalated,13.71,73.24,3.2
    TKT-0480,Oct,Central Zone,TV,Slow Internet,Low,Escalated,18.92,75.38,2.33
    TKT-0481,Jul,West Zone,Broadband,No Signal,High,Escalated,11.65,46.36,3.68
    TKT-0482,Jun,North Zone,Mobile,No Signal,Low,Resolved,15.12,59.0,2.92
    TKT-0483,Feb,East Zone,Broadband,Billing Error,High,Escalated,15.36,60.22,3.62
    TKT-0484,Mar,North Zone,Landline,Billing Error,High,Escalated,8.06,20.18,4.0
    TKT-0485,Feb,North Zone,Broadband,Service Outage,Medium,In Progress,5.29,54.25,3.37
    TKT-0486,Dec,West Zone,Mobile,Service Outage,Low,SLA Breached,12.33,42.42,3.42
    TKT-0487,Feb,Central Zone,Broadband,Service Outage,Medium,SLA Breached,6.18,53.21,3.75
    TKT-0488,Apr,Central Zone,Landline,Installation Delay,Medium,Resolved,14.1,68.15,3.41
    TKT-0489,Nov,Central Zone,TV,No Signal,High,Escalated,9.3,59.43,3.47
    TKT-0490,Jul,North Zone,Landline,Dropped Calls,Medium,In Progress,10.03,23.38,3.86
    TKT-0491,Jul,West Zone,Broadband,Slow Internet,Medium,In Progress,9.59,47.18,3.85
    TKT-0492,Oct,South Zone,TV,Billing Error,Medium,In Progress,19.14,32.88,3.08
    TKT-0493,May,West Zone,TV,Dropped Calls,Medium,Resolved,19.52,51.51,2.9
    TKT-0494,Aug,Central Zone,Mobile,Billing Error,Medium,Escalated,10.48,38.16,4.03
    TKT-0495,Apr,Central Zone,Mobile,Service Outage,Low,In Progress,10.14,63.37,4.01
    TKT-0496,Dec,Central Zone,Landline,Service Outage,Medium,SLA Breached,9.55,35.13,3.98
    TKT-0497,Dec,West Zone,Mobile,Slow Internet,High,Escalated,19.76,49.55,3.49
    TKT-0498,Feb,North Zone,Mobile,Dropped Calls,High,SLA Breached,13.21,72.8,2.83
    TKT-0499,Jan,South Zone,TV,Dropped Calls,High,SLA Breached,18.34,46.91,3.32
    TKT-0500,Sep,West Zone,Landline,Service Outage,Low,SLA Breached,10.42,63.41,3.84
    TKT-0501,Feb,West Zone,TV,Slow Internet,Medium,SLA Breached,7.95,65.52,3.43
    TKT-0502,Sep,West Zone,Mobile,Service Outage,Low,In Progress,8.45,46.08,4.19
    TKT-0503,Sep,Central Zone,Landline,No Signal,Medium,Escalated,13.56,32.82,4.05
    TKT-0504,Jun,South Zone,Landline,Service Outage,High,In Progress,19.55,58.11,3.27
    TKT-0505,Sep,East Zone,Mobile,No Signal,Low,SLA Breached,13.35,65.61,3.4
    TKT-0506,Sep,North Zone,TV,Service Outage,High,In Progress,12.83,52.28,3.34
    TKT-0507,Apr,Central Zone,Broadband,Installation Delay,Medium,Resolved,14.41,61.92,3.29
    TKT-0508,Jan,South Zone,Landline,Installation Delay,Low,Resolved,19.17,59.67,3.4
    TKT-0509,Nov,South Zone,TV,No Signal,High,Escalated,5.1,53.73,3.59
    TKT-0510,Jun,South Zone,TV,Slow Internet,Medium,Escalated,19.03,47.82,2.8
    TKT-0511,Feb,Central Zone,TV,Dropped Calls,Medium,Resolved,5.68,48.01,3.71
    TKT-0512,Apr,South Zone,Landline,Dropped Calls,Low,SLA Breached,5.52,43.08,4.34
    TKT-0513,Apr,North Zone,Mobile,Slow Internet,Low,Escalated,11.74,33.61,3.78
    TKT-0514,Aug,East Zone,Mobile,Billing Error,High,Escalated,17.02,46.62,3.64
    TKT-0515,Nov,East Zone,TV,Slow Internet,High,SLA Breached,13.35,66.17,3.66
    TKT-0516,Mar,North Zone,Broadband,No Signal,Low,Escalated,9.39,36.0,4.25
    TKT-0517,Feb,East Zone,TV,Billing Error,Low,Resolved,14.8,34.42,3.42
    TKT-0518,May,East Zone,Landline,Billing Error,Medium,In Progress,18.69,45.68,3.75
    TKT-0519,Apr,South Zone,Landline,Slow Internet,High,SLA Breached,14.34,73.85,3.38
    TKT-0520,Aug,East Zone,Landline,Slow Internet,Medium,In Progress,19.88,56.93,3.44
    TKT-0521,Dec,South Zone,Landline,Service Outage,Low,Resolved,8.6,54.11,3.93
    TKT-0522,Sep,South Zone,TV,Installation Delay,Medium,In Progress,14.93,62.49,3.59
    TKT-0523,Aug,South Zone,TV,No Signal,High,Escalated,16.36,29.14,3.98
    TKT-0524,Feb,South Zone,Landline,Billing Error,Low,SLA Breached,9.71,54.26,3.09
    TKT-0525,Jan,North Zone,Mobile,Service Outage,Low,In Progress,14.06,67.22,3.3
    TKT-0526,Jan,West Zone,Mobile,Dropped Calls,Low,In Progress,9.5,49.3,3.58
    TKT-0527,Sep,Central Zone,Landline,Slow Internet,Medium,Resolved,10.33,22.59,4.38
    TKT-0528,Mar,East Zone,Landline,Installation Delay,Medium,Resolved,19.14,33.28,3.43
    TKT-0529,Nov,Central Zone,Landline,Dropped Calls,Medium,Resolved,6.13,34.21,4.07
    TKT-0530,May,North Zone,TV,Installation Delay,High,SLA Breached,5.49,48.43,4.17
    TKT-0531,Dec,West Zone,Landline,Installation Delay,High,Escalated,16.22,54.28,3.42
    TKT-0532,Sep,South Zone,Broadband,Installation Delay,Low,Escalated,5.79,50.39,4.33
    TKT-0533,Jul,Central Zone,TV,Slow Internet,High,Resolved,13.66,41.62,3.49
    TKT-0534,Jun,East Zone,Broadband,Service Outage,Low,Resolved,9.92,30.37,3.87
    TKT-0535,Jan,North Zone,Landline,Service Outage,High,In Progress,13.49,32.62,3.71
    TKT-0536,Nov,Central Zone,Broadband,Dropped Calls,Low,SLA Breached,6.78,63.47,3.93
    TKT-0537,Jan,North Zone,Mobile,Installation Delay,Low,Resolved,9.68,32.17,3.62
    TKT-0538,Apr,North Zone,Broadband,Service Outage,Medium,Resolved,8.36,30.32,3.62
    TKT-0539,Mar,East Zone,TV,Billing Error,Low,Resolved,14.72,36.29,3.54
    TKT-0540,Dec,Central Zone,Broadband,Slow Internet,Low,Escalated,19.43,51.64,3.12
    TKT-0541,Apr,Central Zone,Mobile,Installation Delay,Medium,Resolved,6.05,35.81,4.21
    TKT-0542,Dec,West Zone,Broadband,Installation Delay,High,In Progress,13.36,34.93,3.85
    TKT-0543,Aug,East Zone,TV,Slow Internet,Low,Resolved,17.55,30.06,4.3
    TKT-0544,Sep,East Zone,Mobile,Installation Delay,Medium,In Progress,5.65,54.7,4.0
    TKT-0545,Jul,West Zone,Mobile,No Signal,Medium,Resolved,14.87,25.27,3.76
    TKT-0546,Jun,South Zone,Mobile,Installation Delay,High,Resolved,18.52,39.28,3.53
